_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
7031,4,19,225,4,4,5,11/20/2019,4,4,3,4,4,5,3,4,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154519,80,5,3636  BATHURST ST ,4,4,8,4,1974,2017
7032,4,3,12,,4,4,03/05/2019,4,,3,4,,5,4,4,3,4,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154523,73,3,20  HOTSPUR RD ,3,,8,3,1956,2017
7033,4,3,11,,4,4,02/07/2019,4,3,4,4,,5,2,4,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154530,71,3,82  NEPTUNE DR ,4,,8,3,1969,2017
7034,,3,12,,4,3,01/17/2019,4,3,4,4,,5,2,4,5,4,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154536,77,5,110  RAJAH ST ,4,,8,4,1957,2017
7035,3,3,12,,4,3,01/17/2019,3,3,4,4,,5,2,4,5,3,16,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154537,71,5,108  RAJAH ST ,3,,8,4,1957,2017
7036,3,3,12,,3,3,01/16/2019,3,3,3,3,,5,5,3,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154539,70,4,102  RAJAH ST ,5,,8,4,1960,2018
7037,4,3,11,,5,5,11/21/2019,5,5,4,4,,5,4,5,4,5,17,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154542,91,4,63  WASDALE CRES ,4,5,8,4,1950,2018
7038,3,4,60,5,3,5,11/05/2019,3,3,3,3,,2,3,3,5,5,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154890,74,5,55  ECCLESTON DR ,5,5,16,3,1960,2017
7039,3,15,154,5,4,5,02/28/2019,4,4,4,4,5,5,5,5,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154898,87,5,21  WELSFORD GDNS ,5,4,16,4,1960,2017
7040,3,3,11,,3,5,11/04/2019,3,5,3,3,,5,4,3,5,5,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154907,80,5,2126  VICTORIA PARK AVE ,5,,16,3,1961,2018
7041,4,3,45,,4,4,12/05/2018,4,5,5,5,,5,3,3,3,4,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155427,83,5,25  JANSUSIE RD ,3,5,1,4,1963,2017
7042,3,3,18,,3,3,10/28/2019,4,4,4,4,,5,4,3,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155435,73,3,3  TORBOLTON DR ,3,,1,5,1964,2017
7043,3,3,18,,3,4,10/28/2019,3,4,4,3,,5,2,3,2,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155440,68,5,2356  ISLINGTON AVE ,3,4,1,4,1958,2017
7044,4,19,223,4,3,4,10/28/2019,4,2,3,4,3,3,3,3,3,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155450,68,4,50  PANORAMA CRT ,3,,1,4,1976,2017
7045,3,23,227,4,4,4,12/10/2018,4,3,4,3,3,5,4,4,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155452,73,3,2677  KIPLING AVE ,4,,1,4,1978,2017
7046,4,18,325,4,4,4,10/28/2019,3,3,3,4,2,5,3,3,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155455,68,3,2777  KIPLING AVE ,3,,1,3,1978,2017
7047,,28,479,3,4,4,12/18/2017,4,4,4,3,4,5,3,3,3,4,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155820,74,4,235  BLOOR ST E,4,3,11,4,1979,2017
7048,3,4,27,,4,3,10/30/2019,4,5,4,4,,5,3,4,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155827,75,5,2559  BLOOR ST W,3,4,4,4,1944,2018
7049,2,4,34,,4,4,02/04/2019,3,3,3,3,,5,3,3,3,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155828,66,4,2561  BLOOR ST W,3,3,4,3,1944,2018
7050,4,16,171,5,4,5,11/07/2019,4,4,4,4,4,5,4,5,4,4,18,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4155838,88,5,2960  DON MILLS RD W,5,,17,4,1960,2017
7051,,3,25,,4,4,10/30/2019,4,4,4,4,,5,3,4,4,4,16,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156001,80,4,15  FORTY THIRD ST ,4,,3,4,1953,2017
7052,3,6,84,3,4,4,02/01/2019,3,3,3,4,3,4,3,3,3,1,18,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156388,62,3,35  TRUDELLE ST ,3,,21,3,1963,2018
7053,4,15,203,4,4,3,11/27/2019,5,4,4,4,3,4,3,3,4,4,20,4,3,TCHC,Evaluation needs to be conducted in 2 years,4156390,74,5,2739  VICTORIA PARK AVE ,3,2,22,4,1971,2017
7054,3,12,141,4,4,4,11/07/2019,4,4,4,4,3,5,4,4,3,3,18,,2,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156414,73,5,623  FINCH AVE W,3,,6,3,1983,2017
7055,,4,26,,3,3,03/08/2019,3,3,3,3,,5,3,3,3,3,16,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4156744,64,3,36  ROSECLIFFE AVE ,3,4,9,4,1945,2018
7056,,4,28,,3,3,01/11/2019,4,4,3,3,,5,3,3,2,3,15,,4,PRIVATE,Evaluation needs to be conducted in 1 year,4152634,65,2,5  RANNOCK ST ,3,,21,4,1959,2017
7057,5,4,26,,3,3,01/15/2019,3,4,3,4,,5,3,3,2,1,17,,4,PRIVATE,Evaluation needs to be conducted in 1 year,4152641,65,3,1637  VICTORIA PARK AVE ,3,2,21,4,1954,2019
7058,,3,22,,3,3,03/11/2019,3,3,3,3,,5,3,4,4,3,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153049,65,3,246  RONCESVALLES AVE ,3,,4,3,1969,2017
7059,4,6,75,4,5,5,11/04/2019,4,4,4,5,5,5,5,4,4,4,20,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153054,87,5,515  PARKSIDE DR ,4,4,4,3,1990,2017
7060,4,6,80,3,5,5,11/04/2019,3,4,4,5,5,5,5,4,4,5,19,,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153055,85,5,1709  BLOOR ST W,4,4,4,3,1992,2017
7061,2,3,25,,4,3,11/04/2019,3,2,2,3,,3,3,2,3,2,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153056,56,4,1643  BLOOR ST W,3,,4,3,1930,2019
7062,,5,66,4,4,4,11/04/2019,3,4,3,4,4,5,4,4,4,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153068,76,5,150  FERMANAGH AVE ,4,,4,3,1952,2017
7063,4,4,66,3,4,3,12/04/2019,3,3,3,3,,5,4,3,3,2,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154042,67,4,508  DAWES RD ,3,,19,4,1959,2017
7064,2,14,305,3,3,2,12/04/2019,2,3,3,2,2,3,3,1,3,2,18,,2,PRIVATE,Building Audit,4154044,47,2,500  DAWES RD ,2,,19,2,1966,2018
7065,3,6,58,5,4,4,12/04/2019,4,4,4,4,,5,4,4,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154047,81,4,11  GLENBURN AVE ,4,,19,4,1962,2017
7066,5,4,83,,3,4,12/05/2018,4,4,4,3,,5,3,4,3,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154064,75,4,1001  O'CONNOR DR ,4,3,19,4,1950,2017
7067,4,6,56,3,4,3,12/04/2019,4,4,4,4,3,5,3,4,3,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154069,77,4,970  O'CONNOR DR ,4,4,19,5,1960,2017
7068,5,6,78,5,5,5,12/05/2019,4,5,5,5,,5,5,5,4,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154070,94,4,189  CEDARVALE AVE ,5,5,19,4,1950,2017
7069,,3,26,,5,4,02/11/2019,4,4,4,5,,5,4,5,5,4,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154560,89,4,3  DREXEL RD ,5,5,8,4,1954,2017
7070,4,5,132,5,5,4,12/20/2018,4,4,4,4,5,5,4,4,4,5,19,4,4,TCHC,Evaluation needs to be conducted in 3 years,4154567,85,5,495  WILSON AVE ,3,,6,4,1995,2017
7071,4,3,10,,4,3,03/12/2019,3,4,4,4,,5,4,3,3,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154569,74,3,415  WILSON AVE ,3,,6,5,1960,2017
7072,,3,33,,4,3,03/12/2019,4,4,4,4,,5,4,4,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154573,78,4,400-406  WILSON AVE ,4,2,6,4,1952,2017
7073,4,4,33,,4,4,03/07/2019,3,4,4,4,,5,4,4,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154576,78,4,55  FAYWOOD BLVD ,3,,6,4,1960,2017
7074,3,4,33,,3,4,03/07/2019,3,4,4,4,,5,4,3,4,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154578,73,3,30  VINCI CRES ,4,3,6,4,1960,2017
7075,5,25,547,4,4,5,11/28/2019,4,4,4,4,5,5,4,4,3,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154930,85,5,400  WALMER RD ,4,5,12,4,1964,2017
7076,3,4,16,,4,3,11/28/2019,3,3,3,4,,5,3,4,4,,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154936,71,5,17  RAGLAN AVE ,3,,12,3,1930,2017
7077,,4,36,,4,4,03/12/2019,4,4,4,4,,5,4,4,5,4,15,,,PRIVATE,Evaluation needs to be conducted in 3 years,4154946,81,4,1574  BATHURST ST ,4,3,12,4,1926,2017
7078,,4,24,,5,5,03/13/2019,4,4,4,4,,5,5,4,5,4,14,,,PRIVATE,Evaluation needs to be conducted in 3 years,4154952,87,4,1520  BATHURST ST ,4,,12,4,1932,2017
7079,,4,33,,4,4,11/27/2019,3,4,4,4,,4,3,3,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154965,74,5,100  VAUGHAN RD ,3,4,12,3,1940,2017
7080,,6,100,3,3,3,01/09/2018,3,3,3,3,3,5,4,4,4,3,18,4,3,TCHC,Evaluation needs to be conducted in 2 years,4155471,68,3,98  CAVELL AVE ,4,,3,3,1992,2017
7081,5,3,16,,4,3,10/31/2019,3,4,4,4,,5,3,4,3,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155472,79,5,66  STATION RD ,4,4,3,4,1959,2017
7082,4,4,87,4,4,4,03/02/2019,4,4,4,4,,,4,4,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155475,79,4,2369  LAKE SHORE BLVD W,3,,3,4,1959,2017
7083,,4,86,3,4,4,03/25/2019,4,4,4,2,,3,4,3,3,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155477,70,4,2355  LAKE SHORE BLVD W,4,,3,3,1958,2017
7084,,4,28,,3,3,03/02/2019,3,3,4,4,,,3,4,4,4,14,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155480,71,4,2309  LAKE SHORE BLVD W,3,,3,4,1954,2017
7085,,4,46,,4,4,03/23/2019,4,4,4,4,,3,3,4,2,3,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155488,75,5,2532  LAKE SHORE BLVD W,4,,3,4,1955,2017
7086,3,21,326,3,2,2,11/05/2019,3,3,3,2,2,3,3,3,4,3,19,3,3,TCHC,Evaluation needs to be conducted in 1 year,4155873,56,2,5  BELLEVUE CRES ,3,,5,3,1971,2017
7087,4,5,107,4,4,4,03/20/2019,4,4,4,4,4,5,4,4,4,3,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156028,80,4,207  MORNINGSIDE AVE ,4,,25,4,1961,2017
7088,,4,37,,4,3,11/25/2019,3,4,3,3,,5,5,4,5,5,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156037,83,5,1535  BIRCHMOUNT RD ,5,3,21,5,1960,2017
7089,,3,40,,4,4,10/30/2019,4,4,4,5,,5,4,4,4,4,16,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156442,83,4,5  FORTY THIRD ST ,4,,3,4,1953,2017
7090,,3,41,,4,4,10/30/2019,4,4,4,4,,5,4,4,5,4,16,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156443,83,3,25  FORTY THIRD ST ,4,,3,5,1953,2017
7091,4,6,71,4,4,4,12/13/2018,4,4,4,4,4,5,4,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152670,81,4,672  KENNEDY RD ,4,,20,4,1971,2017
7092,3,6,91,5,4,4,11/20/2019,4,5,4,4,,5,5,4,4,4,18,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4152683,84,5,2243  EGLINTON AVE E,3,4,20,4,1968,2017
7093,2,3,30,,2,2,03/07/2019,1,2,3,2,,2,1,2,3,3,16,,2,PRIVATE,Building Audit,4153099,41,3,685  LANSDOWNE AVE ,1,,9,2,1985,2017
7094,4,9,186,3,4,3,12/21/2018,4,3,3,3,4,3,4,4,4,3,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4153107,73,4,1884  DAVENPORT RD ,4,,9,4,1978,2017
7095,3,4,19,,3,2,02/22/2019,2,2,2,2,,5,3,3,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153108,54,3,156  BRANDON AVE ,2,,9,2,,2018
7096,,3,36,2,3,3,01/23/2019,3,3,3,3,2,1,3,2,3,2,18,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4153552,53,3,841  QUEEN ST E,3,,14,3,1988,2017
7097,,8,52,4,4,4,01/03/2018,4,4,4,4,4,5,4,4,4,4,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153565,81,4,101  ONTARIO ST ,4,,13,4,2005,2017
7098,3,7,155,4,3,3,01/08/2019,4,3,4,3,3,4,3,3,3,3,20,3,4,TCHC,Evaluation needs to be conducted in 2 years,4153572,68,5,310  DUNDAS ST E,3,3,13,4,1980,2017
7099,,3,16,,4,4,12/05/2019,3,5,4,3,,5,4,3,4,4,14,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153579,77,4,434  GERRARD ST E,3,,13,4,1891,2017
7100,4,15,235,4,4,5,12/05/2019,4,5,4,4,5,5,5,5,4,5,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154078,87,5,75  EASTDALE AVE ,4,4,19,4,1974,2017
7101,4,6,200,4,3,4,02/01/2019,4,4,4,3,4,4,3,4,4,4,20,4,3,TCHC,Evaluation needs to be conducted in 2 years,4154080,76,4,9  HALDON AVE ,4,4,19,4,1962,2017
7102,,3,17,,4,4,01/02/2019,5,4,4,4,,5,2,4,3,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154104,76,5,257  TORRENS AVE ,3,3,14,4,1950,2017
7103,,3,26,,4,4,12/21/2018,3,4,4,4,,4,3,5,4,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154106,81,5,325  SAMMON AVE ,5,,14,4,1950,2017
7104,4,4,41,,3,4,02/01/2019,3,4,4,5,,5,4,5,5,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154107,80,5,1111  BROADVIEW AVE ,4,3,14,3,1973,2017
7105,3,4,17,,3,3,02/22/2019,4,4,4,3,,3,3,3,4,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154601,68,3,4114  BATHURST ST ,4,3,6,4,1955,2017
7106,4,11,164,4,4,4,02/14/2019,4,4,4,4,4,5,5,5,5,4,19,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154608,83,4,4300  BATHURST ST ,4,,6,4,1989,2017
7107,4,13,132,3,3,3,01/18/2019,4,4,3,3,3,5,3,3,4,3,20,3,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154621,66,3,25  CEDARCROFT BLVD ,3,3,6,4,1965,2017
7108,4,4,16,,4,3,02/22/2019,4,4,3,4,,5,3,3,4,1,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154975,69,4,189  VAUGHAN RD ,3,,12,3,1955,2017
7109,,4,24,,3,3,02/20/2019,3,4,4,1,,5,2,2,2,2,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154980,57,4,227  VAUGHAN RD ,3,2,12,3,1927,2017
7110,5,9,175,5,4,5,03/01/2019,4,4,4,3,4,5,5,5,4,5,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154981,87,5,120  RAGLAN AVE ,4,4,12,4,1963,2017
7111,,4,22,,4,3,02/22/2019,4,3,3,4,,2,3,4,3,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154983,67,4,194  VAUGHAN RD ,3,,12,4,1952,2017
7112,,3,24,,5,5,11/27/2019,4,4,4,4,,5,4,3,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154985,83,4,172  VAUGHAN RD ,4,4,12,4,1920,2017
7113,4,5,79,5,4,4,02/19/2019,4,4,4,3,4,3,4,4,5,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154986,79,4,236  VAUGHAN RD ,4,4,12,3,1952,2017
7114,,5,62,4,4,3,11/27/2019,3,3,3,3,,5,3,4,4,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154992,71,5,1596-1598  BATHURST ST ,3,3,12,4,1960,2017
7115,,3,19,,4,3,03/07/2019,3,3,4,4,,4,3,3,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155002,66,4,1998  BATHURST ST ,3,3,12,3,1954,2017
7116,,4,34,4,4,4,03/04/2019,4,4,4,4,,5,4,5,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155006,84,5,1065  EGLINTON AVE W,4,4,12,4,1955,2017
7117,,4,30,,4,4,02/28/2019,3,3,3,3,,4,4,4,3,3,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155503,68,3,2515  LAKE SHORE BLVD W,4,,3,3,1950,2017
7118,3,3,17,,4,3,10/31/2019,3,3,3,4,,5,3,3,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155510,69,5,2667  LAKE SHORE BLVD W,3,,3,3,1955,2017
7119,4,5,33,5,4,3,10/31/2019,3,4,4,4,,5,5,4,4,4,17,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4155522,81,4,155  LAKE SHORE DR ,4,,3,3,1959,2017
7120,4,8,52,4,5,5,10/31/2019,4,4,4,4,,5,4,3,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155523,81,4,245  LAKE SHORE DR ,3,,3,4,1966,2017
7121,,3,36,,4,4,10/30/2019,4,3,4,4,,5,4,4,4,4,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155916,80,4,15  THIRTY THIRD ST ,4,,3,4,1970,2017
7122,2,10,153,3,3,2,10/31/2019,3,3,3,2,3,4,4,2,3,3,20,2,2,TCHC,Evaluation needs to be conducted in 1 year,4155922,52,2,3725  DUNDAS ST W,2,2,4,2,1972,2017
7123,,4,22,,4,4,,4,4,4,4,,5,4,4,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156447,79,4,292  THE KINGSWAY  ,3,4,2,4,1977,2017
7124,5,3,36,,3,3,11/20/2019,4,3,3,3,,4,5,4,4,4,17,5,3,TCHC,Evaluation needs to be conducted in 2 years,4156455,74,2,20  EPPLEWORTH RD ,4,,20,4,1969,2017
7125,5,16,217,5,4,4,11/20/2019,4,3,4,5,4,5,5,4,4,4,20,5,3,TCHC,Evaluation needs to be conducted in 3 years,4156468,85,5,10  GORDONRIDGE PL ,4,4,20,4,1972,2017
7126,,3,18,,3,4,01/23/2020,3,4,3,3,,2,4,4,3,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4620278,69,5,915  ST CLAIR AVE W,4,,9,3,1929,2019
7127,5,36,466,5,5,5,12/18/2019,5,5,5,5,5,5,5,5,5,,18,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4654253,100,5,15  ROEHAMPTON AVE ,5,,12,5,2019,2019
7128,3,16,156,4,3,3,01/02/2019,3,3,3,3,4,4,3,4,3,3,17,,,TCHC,Evaluation needs to be conducted in 2 years,4155615,67,4,70  DUNFIELD AVE ,4,,12,3,1977,2017
7129,5,12,164,5,3,4,12/31/2018,4,4,4,3,4,4,5,4,3,4,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4155620,77,4,4400  JANE ST ,3,,7,3,1970,2017
7130,5,16,186,4,5,5,12/02/2019,4,4,4,5,4,5,4,4,3,5,19,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156549,83,5,88  REDPATH AVE ,2,,12,3,1965,2017
7131,2,3,33,,3,2,11/28/2019,3,4,3,5,,4,4,3,4,3,16,,3,TCHC,Evaluation needs to be conducted in 2 years,4156557,69,4,3941  LAWRENCE AVE E,4,,24,4,1970,2017
7132,5,13,155,5,5,5,11/06/2019,4,5,4,4,4,5,4,5,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156564,87,5,11  RUDDINGTON DR ,4,4,17,4,1968,2017
7133,3,10,105,3,3,3,01/17/2019,3,2,3,4,1,5,2,2,4,3,18,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4153226,60,5,191  ST GEORGE ST ,3,,11,3,1967,2017
7134,4,10,63,4,4,3,01/18/2019,3,4,3,4,,5,4,4,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153232,76,5,267  ST GEORGE ST ,4,3,11,3,1958,2017
7135,3,10,74,4,4,4,03/05/2019,4,3,3,3,3,4,3,4,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153233,67,3,277-283  ST GEORGE ST ,3,,11,3,1971,2017
7136,,5,55,5,5,5,12/05/2019,4,4,4,4,,5,5,5,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153708,89,5,5  BENLAMOND AVE ,5,,19,4,1960,2017
7137,3,5,38,4,4,4,12/05/2019,3,3,4,3,3,5,4,4,3,3,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153709,72,5,50  MAIN ST ,4,3,19,3,1974,2017
7138,4,7,138,4,4,4,12/05/2019,4,4,4,4,3,3,3,3,3,3,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153712,74,5,550  KINGSTON RD ,3,,19,4,1985,2017
7139,3,4,144,3,3,4,11/19/2019,2,3,3,3,2,5,2,4,4,4,19,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154229,63,4,2770  JANE ST ,3,3,7,3,1968,2017
7140,4,13,156,3,3,3,12/13/2018,4,4,4,3,3,4,3,3,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154230,68,3,2850  JANE ST ,3,,7,4,1971,2017
7141,5,13,153,4,3,3,12/14/2018,4,4,4,3,4,5,3,4,4,3,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154231,77,3,2940  JANE ST ,4,,7,5,1970,2017
7142,3,16,171,4,4,4,12/14/2018,3,4,2,3,4,5,5,4,4,4,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154234,73,4,1825  FINCH AVE W,4,,7,2,1971,2017
7143,4,27,258,3,4,3,12/05/2018,4,3,3,3,3,5,3,3,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154246,70,4,2405  FINCH AVE W,3,,7,4,1972,2017
7144,4,11,121,5,3,3,12/05/2018,4,3,3,3,3,5,3,3,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154247,68,4,2397  FINCH AVE W,2,,7,4,1970,2017
7145,3,14,166,3,3,4,11/19/2019,3,4,3,3,4,3,3,3,4,3,19,3,2,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4154251,65,5,3001  FINCH AVE W,4,,7,2,1993,2018
7146,4,4,55,3,4,4,12/12/2018,4,4,4,4,,5,3,3,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154253,78,4,3286  WESTON RD ,4,4,7,4,1961,2017
7147,3,4,57,3,4,4,11/19/2019,4,4,4,3,4,5,4,3,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154256,77,5,3355  WESTON RD ,4,4,7,4,1963,2017
7148,3,11,323,3,3,4,01/11/2018,3,2,3,3,4,5,4,4,3,4,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4154264,71,4,35  SHOREHAM DR ,4,,7,4,1969,2017
7149,,3,22,,3,3,12/19/2017,4,3,3,4,,5,3,4,2,3,16,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155123,70,4,1240  WESTON RD ,4,,5,4,1954,
7150,,3,11,,2,2,11/06/2019,3,3,2,1,,5,1,2,3,,14,,3,PRIVATE,Building Audit,4155126,47,1,1306  WESTON RD ,2,,5,3,1957,2017
7151,4,24,419,4,4,4,11/08/2019,3,4,4,4,3,4,4,3,4,4,19,,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155132,76,3,65  EMMETT AVE ,3,3,5,5,1971,2017
7152,,3,31,,3,3,02/04/2019,3,4,3,3,,3,4,4,3,3,15,,3,TCHC,Evaluation needs to be conducted in 2 years,4155638,67,4,1  FLEMINGTON RD ,3,,8,4,1957,2017
7153,4,16,221,3,3,3,01/31/2019,3,4,4,4,4,3,4,2,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152803,70,4,3400  EGLINTON AVE E,3,,24,4,1965,2017
7154,4,13,174,4,4,5,11/28/2019,4,4,4,5,4,5,4,4,3,4,19,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152807,81,5,3969  KINGSTON RD ,3,,24,4,1967,2017
7155,4,16,224,5,3,5,11/27/2019,4,3,5,5,5,5,5,3,5,3,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152819,84,5,567  SCARBOROUGH GOLF CLUB RD ,5,3,24,4,1968,2017
7156,4,7,147,4,4,4,12/05/2019,4,4,4,4,3,5,4,4,4,4,19,4,4,TCHC,Evaluation needs to be conducted in 3 years,4153722,82,5,828  KINGSTON RD ,5,,19,4,1962,2017
7157,,5,38,3,2,3,02/01/2019,4,4,4,3,3,4,3,3,4,4,18,4,3,TCHC,Evaluation needs to be conducted in 2 years,4153723,69,4,2287  GERRARD ST E,3,,19,4,1967,2017
7158,,7,39,4,4,4,02/15/2019,4,4,4,4,,5,3,4,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153730,80,4,40  PARK RD ,4,4,11,4,1954,2017
